Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
1,associative,Reason_Answer,10,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
2,associative,Reason_Answer,NA,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
3,associative,Reason_Answer,NA,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
4,associative,Reason_Answer,70,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
5,associative,Reason_Answer,20,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
6,associative,Reason_Answer,2,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
7,associative,Reason_Answer,30,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
8,associative,Reason_Answer,50,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
9,associative,Reason_Answer,4,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
10,associative,Reason_Answer,15,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
11,associative,Reason_Answer,90,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
12,associative,Reason_Answer,60,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
13,associative,Reason_Answer,100,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
14,associative,Reason_Answer,50,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
15,associative,Reason_Answer,30,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
16,associative,Reason_Answer,50,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
17,associative,Reason_Answer,15,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
18,associative,Reason_Answer,50,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
19,associative,Reason_Answer,70,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
20,associative,Reason_Answer,60,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
21,associative,Reason_Answer,NA,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
22,associative,Reason_Answer,30,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
23,associative,Reason_Answer,30,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
24,associative,Reason_Answer,3,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
25,associative,Reason_Answer,30,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
26,associative,Reason_Answer,2,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
27,associative,Reason_Answer,NA,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
28,associative,Reason_Answer,30,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
29,associative,Reason_Answer,45,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
30,associative,Reason_Answer,60,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
31,associative,Reason_Answer,40,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
32,associative,Reason_Answer,60,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
33,associative,Reason_Answer,25,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
34,associative,Reason_Answer,70,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
35,associative,Reason_Answer,NA,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
36,associative,Reason_Answer,30,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
37,associative,Reason_Answer,70,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
38,associative,Reason_Answer,20,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
39,associative,Reason_Answer,25,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
40,associative,Reason_Answer,40,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
41,associative,Reason_Answer,90,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
42,associative,Reason_Answer,60,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
43,associative,Reason_Answer,90,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
44,associative,Reason_Answer,NA,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
45,associative,Reason_Answer,80,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
46,thematic,Reason_Answer,10,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
47,thematic,Reason_Answer,100,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
48,thematic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
49,thematic,Reason_Answer,20,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
50,thematic,Reason_Answer,75,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
51,thematic,Reason_Answer,80,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
52,thematic,Reason_Answer,40,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
53,thematic,Reason_Answer,90,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
54,thematic,Reason_Answer,70,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
55,thematic,Reason_Answer,50,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
56,thematic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
57,thematic,Reason_Answer,50,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
58,thematic,Reason_Answer,40,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
59,thematic,Reason_Answer,80,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
60,thematic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
61,thematic,Reason_Answer,60,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
62,thematic,Reason_Answer,25,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
63,thematic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
64,thematic,Reason_Answer,75,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
65,thematic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
66,thematic,Reason_Answer,80,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
67,thematic,Reason_Answer,40,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
68,thematic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
69,thematic,Reason_Answer,75,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
70,semantic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
71,semantic,Reason_Answer,75,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
72,semantic,Reason_Answer,50,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
73,semantic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
74,semantic,Reason_Answer,75,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
75,semantic,Reason_Answer,80,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
76,semantic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
77,semantic,Reason_Answer,65,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
78,semantic,Reason_Answer,0,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
79,semantic,Reason_Answer,50,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
80,semantic,Reason_Answer,85,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
81,semantic,Reason_Answer,34,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
82,semantic,Reason_Answer,50,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
83,semantic,Reason_Answer,100,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
84,semantic,Reason_Answer,NA,NA,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
85,semantic,Reason_Answer,60,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
86,semantic,Reason_Answer,100,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
87,semantic,Reason_Answer,75,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
88,semantic,Reason_Answer,50,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
89,semantic,Reason_Answer,60,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
90,semantic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
91,semantic,Reason_Answer,90,0,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
92,semantic,Reason_Answer,65,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
93,semantic,Reason_Answer,100,1,0,0.195666,0.025,27,3.44,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1,7.84,6.27,3.11,6.38,3.85,109246,11.6,176.2,3.95,6,NN|VB,0,2,4,2,1,5.43,6.1,4.09,6.52,9,5,9,1,23
