"","Partno","Judgment3","Word Pair","Judged Value"
"2361",151,"Associative","Bowl...Spoon",65
"2362",152,"Associative","Bowl...Spoon",87
"2363",153,"Associative","Bowl...Spoon",50
"2364",154,"Associative","Bowl...Spoon",50
"2365",155,"Associative","Bowl...Spoon",NA
"2366",156,"Associative","Bowl...Spoon",90
"2367",157,"Associative","Bowl...Spoon",80
"2368",158,"Associative","Bowl...Spoon",95
"2369",159,"Associative","Bowl...Spoon",50
"2370",160,"Associative","Bowl...Spoon",100
"2371",161,"Associative","Bowl...Spoon",63
"2372",162,"Associative","Bowl...Spoon",75
"2373",163,"Associative","Bowl...Spoon",90
"2374",164,"Associative","Bowl...Spoon",90
"2375",165,"Associative","Bowl...Spoon",90
"2376",166,"Associative","Bowl...Spoon",0
"2377",167,"Associative","Bowl...Spoon",100
"2378",168,"Associative","Bowl...Spoon",37
"2379",169,"Associative","Bowl...Spoon",90
"2380",170,"Associative","Bowl...Spoon",45
"2381",171,"Associative","Bowl...Spoon",75
"2382",172,"Associative","Bowl...Spoon",50
"2383",173,"Associative","Bowl...Spoon",90
"2384",174,"Associative","Bowl...Spoon",60
"2385",175,"Associative","Bowl...Spoon",100
"2386",176,"Associative","Bowl...Spoon",85
"2387",177,"Associative","Bowl...Spoon",100
"2388",178,"Associative","Bowl...Spoon",100
"2389",179,"Associative","Bowl...Spoon",60
"2390",180,"Associative","Bowl...Spoon",75
"2391",181,"Associative","Bowl...Spoon",80
"2392",182,"Associative","Bowl...Spoon",65
"2393",183,"Associative","Bowl...Spoon",100
"2394",184,"Associative","Bowl...Spoon",80
"2395",185,"Associative","Bowl...Spoon",90
"2396",186,"Associative","Bowl...Spoon",85
"2397",187,"Associative","Bowl...Spoon",25
"2398",188,"Associative","Bowl...Spoon",65
"2399",189,"Associative","Bowl...Spoon",39
"2400",190,"Associative","Bowl...Spoon",80
"2401",191,"Associative","Bowl...Spoon",60
"2402",192,"Associative","Bowl...Spoon",60
"2403",193,"Associative","Bowl...Spoon",NA
"2404",194,"Associative","Bowl...Spoon",100
"2405",195,"Associative","Bowl...Spoon",50
"2406",196,"Associative","Bowl...Spoon",25
"2407",197,"Associative","Bowl...Spoon",NA
"2408",198,"Associative","Bowl...Spoon",50
"2409",199,"Associative","Bowl...Spoon",80
"2410",200,"Associative","Bowl...Spoon",100
"2411",201,"Associative","Bowl...Spoon",47
"2412",202,"Associative","Bowl...Spoon",50
"2413",203,"Associative","Bowl...Spoon",100
"2414",204,"Associative","Bowl...Spoon",15
"2415",205,"Associative","Bowl...Spoon",90
"2416",206,"Associative","Bowl...Spoon",80
"2417",207,"Associative","Bowl...Spoon",80
"2418",208,"Associative","Bowl...Spoon",60
"2419",209,"Associative","Bowl...Spoon",100
"2420",210,"Associative","Bowl...Spoon",65
"2421",211,"Associative","Bowl...Spoon",96
"2422",212,"Associative","Bowl...Spoon",60
"2423",213,"Associative","Bowl...Spoon",91
"2424",214,"Associative","Bowl...Spoon",10
"2425",215,"Associative","Bowl...Spoon",60
"2426",216,"Associative","Bowl...Spoon",100
"2427",217,"Associative","Bowl...Spoon",80
"2428",218,"Associative","Bowl...Spoon",80
"2429",219,"Associative","Bowl...Spoon",70
"2430",220,"Associative","Bowl...Spoon",75
"2431",221,"Associative","Bowl...Spoon",40
"2432",1,"Thematic","Freedom...Country",70
"2433",2,"Thematic","Freedom...Country",100
"2434",3,"Thematic","Freedom...Country",95
"2435",4,"Thematic","Freedom...Country",60
"2436",5,"Thematic","Freedom...Country",NA
"2437",6,"Thematic","Freedom...Country",75
"2438",7,"Thematic","Freedom...Country",30
"2439",8,"Thematic","Freedom...Country",10
"2440",9,"Thematic","Freedom...Country",80
"2441",10,"Thematic","Freedom...Country",75
"2442",11,"Thematic","Freedom...Country",100
"2443",12,"Thematic","Freedom...Country",35
"2444",13,"Thematic","Freedom...Country",80
"2445",14,"Thematic","Freedom...Country",75
"2446",15,"Thematic","Freedom...Country",65
"2447",16,"Thematic","Freedom...Country",70
"2448",17,"Thematic","Freedom...Country",20
"2449",18,"Thematic","Freedom...Country",75
"2450",19,"Thematic","Freedom...Country",20
"2451",20,"Thematic","Freedom...Country",95
"2452",21,"Thematic","Freedom...Country",30
"2453",22,"Thematic","Freedom...Country",70
"2454",23,"Thematic","Freedom...Country",85
"2455",24,"Thematic","Freedom...Country",75
"2456",25,"Thematic","Freedom...Country",41
"2457",26,"Thematic","Freedom...Country",60
"2458",27,"Thematic","Freedom...Country",60
"2459",28,"Thematic","Freedom...Country",50
"2460",29,"Thematic","Freedom...Country",60
"2461",30,"Thematic","Freedom...Country",75
"2462",31,"Thematic","Freedom...Country",20
"2463",32,"Thematic","Freedom...Country",80
"2464",33,"Thematic","Freedom...Country",70
"2465",34,"Thematic","Freedom...Country",85
"2466",35,"Thematic","Freedom...Country",50
"2467",36,"Thematic","Freedom...Country",60
"2468",37,"Thematic","Freedom...Country",90
"2469",38,"Thematic","Freedom...Country",100
"2470",39,"Thematic","Freedom...Country",50
"2471",40,"Thematic","Freedom...Country",10
"2472",41,"Thematic","Freedom...Country",100
"2473",42,"Thematic","Freedom...Country",70
"2474",43,"Thematic","Freedom...Country",NA
"2475",44,"Thematic","Freedom...Country",4
"2476",45,"Thematic","Freedom...Country",90
"2477",46,"Thematic","Freedom...Country",50
"2478",47,"Thematic","Freedom...Country",90
"2479",48,"Thematic","Freedom...Country",35
"2480",49,"Thematic","Freedom...Country",40
"2481",50,"Thematic","Freedom...Country",70
"2482",51,"Thematic","Freedom...Country",25
"2483",52,"Thematic","Freedom...Country",60
"2484",53,"Thematic","Freedom...Country",50
"2485",54,"Thematic","Freedom...Country",90
"2486",55,"Thematic","Freedom...Country",60
"2487",56,"Thematic","Freedom...Country",35
"2488",57,"Thematic","Freedom...Country",35
"2489",58,"Thematic","Freedom...Country",80
"2490",59,"Thematic","Freedom...Country",60
"2491",60,"Thematic","Freedom...Country",100
"2492",61,"Thematic","Freedom...Country",32
"2493",62,"Thematic","Freedom...Country",75
"2494",63,"Thematic","Freedom...Country",60
"2495",64,"Thematic","Freedom...Country",100
"2496",65,"Thematic","Freedom...Country",80
"2497",66,"Thematic","Freedom...Country",60
"2498",67,"Thematic","Freedom...Country",1
"2499",68,"Thematic","Freedom...Country",90
"2500",69,"Thematic","Freedom...Country",60
"2501",70,"Thematic","Freedom...Country",65
"2502",71,"Thematic","Freedom...Country",0
"2503",72,"Thematic","Freedom...Country",100
"2504",73,"Thematic","Freedom...Country",10
"2505",74,"Thematic","Freedom...Country",100
"2506",75,"Thematic","Freedom...Country",95
"2507",76,"Thematic","Freedom...Country",0
"2508",77,"Thematic","Freedom...Country",50
"2509",78,"Thematic","Freedom...Country",10
"2510",79,"Semantic","Freedom...Country",70
"2511",80,"Semantic","Freedom...Country",20
"2512",81,"Semantic","Freedom...Country",80
"2513",82,"Semantic","Freedom...Country",25
"2514",83,"Semantic","Freedom...Country",70
"2515",84,"Semantic","Freedom...Country",65
"2516",85,"Semantic","Freedom...Country",50
"2517",86,"Semantic","Freedom...Country",NA
"2518",87,"Semantic","Freedom...Country",25
"2519",88,"Semantic","Freedom...Country",88
"2520",89,"Semantic","Freedom...Country",25
"2521",90,"Semantic","Freedom...Country",NA
"2522",91,"Semantic","Freedom...Country",65
"2523",92,"Semantic","Freedom...Country",60
"2524",93,"Semantic","Freedom...Country",75
"2525",94,"Semantic","Freedom...Country",100
"2526",95,"Semantic","Freedom...Country",20
"2527",96,"Semantic","Freedom...Country",50
"2528",97,"Semantic","Freedom...Country",100
"2529",98,"Semantic","Freedom...Country",90
"2530",99,"Semantic","Freedom...Country",95
"2531",100,"Semantic","Freedom...Country",80
"2532",101,"Semantic","Freedom...Country",99
"2533",102,"Semantic","Freedom...Country",40
"2534",103,"Semantic","Freedom...Country",30
"2535",104,"Semantic","Freedom...Country",45
"2536",105,"Semantic","Freedom...Country",80
"2537",106,"Semantic","Freedom...Country",NA
"2538",107,"Semantic","Freedom...Country",75
"2539",108,"Semantic","Freedom...Country",80
"2540",109,"Semantic","Freedom...Country",40
"2541",110,"Semantic","Freedom...Country",65
"2542",111,"Semantic","Freedom...Country",50
"2543",112,"Semantic","Freedom...Country",2
"2544",113,"Semantic","Freedom...Country",80
"2545",114,"Semantic","Freedom...Country",NA
"2546",115,"Semantic","Freedom...Country",20
"2547",116,"Semantic","Freedom...Country",10
"2548",117,"Semantic","Freedom...Country",5
"2549",118,"Semantic","Freedom...Country",20
"2550",119,"Semantic","Freedom...Country",NA
"2551",120,"Semantic","Freedom...Country",50
"2552",121,"Semantic","Freedom...Country",50
"2553",122,"Semantic","Freedom...Country",25
"2554",123,"Semantic","Freedom...Country",40
"2555",124,"Semantic","Freedom...Country",80
"2556",125,"Semantic","Freedom...Country",10
"2557",126,"Semantic","Freedom...Country",60
"2558",127,"Semantic","Freedom...Country",7
"2559",128,"Semantic","Freedom...Country",100
"2560",129,"Semantic","Freedom...Country",0
"2561",130,"Semantic","Freedom...Country",50
"2562",131,"Semantic","Freedom...Country",10
"2563",132,"Semantic","Freedom...Country",40
"2564",133,"Semantic","Freedom...Country",20
"2565",314,"Semantic","Freedom...Country",30
"2566",135,"Semantic","Freedom...Country",NA
"2567",136,"Semantic","Freedom...Country",80
"2568",137,"Semantic","Freedom...Country",90
"2569",138,"Semantic","Freedom...Country",40
"2570",139,"Semantic","Freedom...Country",67
"2571",140,"Semantic","Freedom...Country",80
"2572",141,"Semantic","Freedom...Country",40
"2573",142,"Semantic","Freedom...Country",10
"2574",143,"Semantic","Freedom...Country",100
"2575",144,"Semantic","Freedom...Country",NA
"2576",145,"Semantic","Freedom...Country",85
"2577",146,"Semantic","Freedom...Country",25
"2578",147,"Associative","Freedom...Country",20
"2579",148,"Associative","Freedom...Country",30
"2580",149,"Associative","Freedom...Country",50
"2581",150,"Associative","Freedom...Country",90
"2582",151,"Associative","Freedom...Country",65
"2583",152,"Associative","Freedom...Country",78
"2584",153,"Associative","Freedom...Country",80
"2585",154,"Associative","Freedom...Country",85
"2586",155,"Associative","Freedom...Country",NA
"2587",156,"Associative","Freedom...Country",75
"2588",157,"Associative","Freedom...Country",85
"2589",158,"Associative","Freedom...Country",75
"2590",159,"Associative","Freedom...Country",80
"2591",160,"Associative","Freedom...Country",50
"2592",161,"Associative","Freedom...Country",48
"2593",162,"Associative","Freedom...Country",85
"2594",163,"Associative","Freedom...Country",60
"2595",164,"Associative","Freedom...Country",100
"2596",165,"Associative","Freedom...Country",50
"2597",166,"Associative","Freedom...Country",100
"2598",167,"Associative","Freedom...Country",90
"2599",168,"Associative","Freedom...Country",37
"2600",169,"Associative","Freedom...Country",100
"2601",170,"Associative","Freedom...Country",45
"2602",171,"Associative","Freedom...Country",50
"2603",172,"Associative","Freedom...Country",100
"2604",173,"Associative","Freedom...Country",90
"2605",174,"Associative","Freedom...Country",30
"2606",175,"Associative","Freedom...Country",100
"2607",176,"Associative","Freedom...Country",40
"2608",177,"Associative","Freedom...Country",50
"2609",178,"Associative","Freedom...Country",70
"2610",179,"Associative","Freedom...Country",50
"2611",180,"Associative","Freedom...Country",100
"2612",181,"Associative","Freedom...Country",20
"2613",182,"Associative","Freedom...Country",100
"2614",183,"Associative","Freedom...Country",85
"2615",184,"Associative","Freedom...Country",30
"2616",185,"Associative","Freedom...Country",90
"2617",186,"Associative","Freedom...Country",40
"2618",187,"Associative","Freedom...Country",10
"2619",188,"Associative","Freedom...Country",40
"2620",189,"Associative","Freedom...Country",73
"2621",190,"Associative","Freedom...Country",80
"2622",191,"Associative","Freedom...Country",60
"2623",192,"Associative","Freedom...Country",80
"2624",193,"Associative","Freedom...Country",NA
"2625",194,"Associative","Freedom...Country",95
"2626",195,"Associative","Freedom...Country",40
"2627",196,"Associative","Freedom...Country",75
"2628",197,"Associative","Freedom...Country",NA
"2629",198,"Associative","Freedom...Country",50
"2630",199,"Associative","Freedom...Country",60
"2631",200,"Associative","Freedom...Country",75
"2632",201,"Associative","Freedom...Country",10
"2633",202,"Associative","Freedom...Country",10
"2634",203,"Associative","Freedom...Country",100
"2635",204,"Associative","Freedom...Country",5
"2636",205,"Associative","Freedom...Country",65
"2637",206,"Associative","Freedom...Country",40
"2638",207,"Associative","Freedom...Country",70
"2639",208,"Associative","Freedom...Country",30
"2640",209,"Associative","Freedom...Country",100
"2641",210,"Associative","Freedom...Country",65
"2642",211,"Associative","Freedom...Country",20
"2643",212,"Associative","Freedom...Country",40
"2644",213,"Associative","Freedom...Country",32
"2645",214,"Associative","Freedom...Country",100
"2646",215,"Associative","Freedom...Country",45
"2647",216,"Associative","Freedom...Country",55
"2648",217,"Associative","Freedom...Country",80
"2649",218,"Associative","Freedom...Country",50
"2650",219,"Associative","Freedom...Country",60
"2651",220,"Associative","Freedom...Country",50
"2652",221,"Associative","Freedom...Country",10
"2653",1,"Thematic","Red...Yellow",50
"2654",2,"Thematic","Red...Yellow",25
"2655",3,"Thematic","Red...Yellow",50
"2656",4,"Thematic","Red...Yellow",20
"2657",5,"Thematic","Red...Yellow",NA
"2658",6,"Thematic","Red...Yellow",65
"2659",7,"Thematic","Red...Yellow",71
"2660",8,"Thematic","Red...Yellow",95
"2661",9,"Thematic","Red...Yellow",80
"2662",10,"Thematic","Red...Yellow",20
"2663",11,"Thematic","Red...Yellow",60
"2664",12,"Thematic","Red...Yellow",60
"2665",13,"Thematic","Red...Yellow",40
"2666",14,"Thematic","Red...Yellow",70
"2667",15,"Thematic","Red...Yellow",45
"2668",16,"Thematic","Red...Yellow",60
"2669",17,"Thematic","Red...Yellow",30
"2670",18,"Thematic","Red...Yellow",10
"2671",19,"Thematic","Red...Yellow",40
"2672",20,"Thematic","Red...Yellow",75
"2673",21,"Thematic","Red...Yellow",30
"2674",22,"Thematic","Red...Yellow",70
"2675",23,"Thematic","Red...Yellow",25
"2676",24,"Thematic","Red...Yellow",65
"2677",25,"Thematic","Red...Yellow",31
"2678",26,"Thematic","Red...Yellow",35
"2679",27,"Thematic","Red...Yellow",30
"2680",28,"Thematic","Red...Yellow",70
"2681",29,"Thematic","Red...Yellow",50
"2682",30,"Thematic","Red...Yellow",75
"2683",31,"Thematic","Red...Yellow",100
"2684",32,"Thematic","Red...Yellow",75
"2685",33,"Thematic","Red...Yellow",50
"2686",34,"Thematic","Red...Yellow",25
"2687",35,"Thematic","Red...Yellow",45
"2688",36,"Thematic","Red...Yellow",70
"2689",37,"Thematic","Red...Yellow",80
"2690",38,"Thematic","Red...Yellow",20
"2691",39,"Thematic","Red...Yellow",50
"2692",40,"Thematic","Red...Yellow",30
"2693",41,"Thematic","Red...Yellow",50
"2694",42,"Thematic","Red...Yellow",30
"2695",43,"Thematic","Red...Yellow",NA
"2696",44,"Thematic","Red...Yellow",10
"2697",45,"Thematic","Red...Yellow",10
"2698",46,"Thematic","Red...Yellow",60
"2699",47,"Thematic","Red...Yellow",95
"2700",48,"Thematic","Red...Yellow",10
"2701",49,"Thematic","Red...Yellow",20
"2702",50,"Thematic","Red...Yellow",30
"2703",51,"Thematic","Red...Yellow",100
"2704",52,"Thematic","Red...Yellow",80
"2705",53,"Thematic","Red...Yellow",60
"2706",54,"Thematic","Red...Yellow",10
"2707",55,"Thematic","Red...Yellow",40
"2708",56,"Thematic","Red...Yellow",40
"2709",57,"Thematic","Red...Yellow",20
"2710",58,"Thematic","Red...Yellow",80
"2711",59,"Thematic","Red...Yellow",50
"2712",60,"Thematic","Red...Yellow",50
"2713",61,"Thematic","Red...Yellow",78
"2714",62,"Thematic","Red...Yellow",60
"2715",63,"Thematic","Red...Yellow",50
"2716",64,"Thematic","Red...Yellow",50
"2717",65,"Thematic","Red...Yellow",10
"2718",66,"Thematic","Red...Yellow",60
"2719",67,"Thematic","Red...Yellow",20
"2720",68,"Thematic","Red...Yellow",100
"2721",69,"Thematic","Red...Yellow",70
"2722",70,"Thematic","Red...Yellow",45
"2723",71,"Thematic","Red...Yellow",90
"2724",72,"Thematic","Red...Yellow",90
"2725",73,"Thematic","Red...Yellow",80
"2726",74,"Thematic","Red...Yellow",20
"2727",75,"Thematic","Red...Yellow",100
"2728",76,"Thematic","Red...Yellow",0
"2729",77,"Thematic","Red...Yellow",50
"2730",78,"Thematic","Red...Yellow",20
"2731",79,"Semantic","Red...Yellow",40
"2732",80,"Semantic","Red...Yellow",50
"2733",81,"Semantic","Red...Yellow",25
"2734",82,"Semantic","Red...Yellow",65
"2735",83,"Semantic","Red...Yellow",0
"2736",84,"Semantic","Red...Yellow",75
"2737",85,"Semantic","Red...Yellow",80
"2738",86,"Semantic","Red...Yellow",NA
"2739",87,"Semantic","Red...Yellow",0
"2740",88,"Semantic","Red...Yellow",77
"2741",89,"Semantic","Red...Yellow",50
"2742",90,"Semantic","Red...Yellow",NA
"2743",91,"Semantic","Red...Yellow",25
"2744",92,"Semantic","Red...Yellow",100
"2745",93,"Semantic","Red...Yellow",50
"2746",94,"Semantic","Red...Yellow",50
"2747",95,"Semantic","Red...Yellow",50
"2748",96,"Semantic","Red...Yellow",20
"2749",97,"Semantic","Red...Yellow",30
"2750",98,"Semantic","Red...Yellow",55
"2751",99,"Semantic","Red...Yellow",86
"2752",100,"Semantic","Red...Yellow",60
"2753",101,"Semantic","Red...Yellow",0
"2754",102,"Semantic","Red...Yellow",10
"2755",103,"Semantic","Red...Yellow",50
"2756",104,"Semantic","Red...Yellow",67
"2757",105,"Semantic","Red...Yellow",10
"2758",106,"Semantic","Red...Yellow",NA
"2759",107,"Semantic","Red...Yellow",50
"2760",108,"Semantic","Red...Yellow",15
"2761",109,"Semantic","Red...Yellow",50
"2762",110,"Semantic","Red...Yellow",30
"2763",111,"Semantic","Red...Yellow",0
"2764",112,"Semantic","Red...Yellow",3
"2765",113,"Semantic","Red...Yellow",98
"2766",114,"Semantic","Red...Yellow",NA
"2767",115,"Semantic","Red...Yellow",40
"2768",116,"Semantic","Red...Yellow",95
"2769",117,"Semantic","Red...Yellow",50
"2770",118,"Semantic","Red...Yellow",60
"2771",119,"Semantic","Red...Yellow",NA
"2772",120,"Semantic","Red...Yellow",10
"2773",121,"Semantic","Red...Yellow",90
"2774",122,"Semantic","Red...Yellow",25
"2775",123,"Semantic","Red...Yellow",60
"2776",124,"Semantic","Red...Yellow",50
"2777",125,"Semantic","Red...Yellow",50
"2778",126,"Semantic","Red...Yellow",40
"2779",127,"Semantic","Red...Yellow",90
"2780",128,"Semantic","Red...Yellow",0
"2781",129,"Semantic","Red...Yellow",0
"2782",130,"Semantic","Red...Yellow",30
"2783",131,"Semantic","Red...Yellow",40
"2784",132,"Semantic","Red...Yellow",95
"2785",133,"Semantic","Red...Yellow",70
"2786",314,"Semantic","Red...Yellow",95
"2787",135,"Semantic","Red...Yellow",NA
"2788",136,"Semantic","Red...Yellow",20
"2789",137,"Semantic","Red...Yellow",90
"2790",138,"Semantic","Red...Yellow",85
"2791",139,"Semantic","Red...Yellow",57
"2792",140,"Semantic","Red...Yellow",70
"2793",141,"Semantic","Red...Yellow",10
"2794",142,"Semantic","Red...Yellow",40
"2795",143,"Semantic","Red...Yellow",100
"2796",144,"Semantic","Red...Yellow",NA
"2797",145,"Semantic","Red...Yellow",30
"2798",146,"Semantic","Red...Yellow",25
"2799",147,"Associative","Red...Yellow",60
"2800",148,"Associative","Red...Yellow",100
"2801",149,"Associative","Red...Yellow",90
"2802",150,"Associative","Red...Yellow",80
"2803",151,"Associative","Red...Yellow",6
"2804",152,"Associative","Red...Yellow",78
"2805",153,"Associative","Red...Yellow",10
"2806",154,"Associative","Red...Yellow",50
"2807",155,"Associative","Red...Yellow",NA
"2808",156,"Associative","Red...Yellow",100
"2809",157,"Associative","Red...Yellow",45
"2810",158,"Associative","Red...Yellow",50
"2811",159,"Associative","Red...Yellow",50
"2812",160,"Associative","Red...Yellow",10
"2813",161,"Associative","Red...Yellow",62
"2814",162,"Associative","Red...Yellow",75
"2815",163,"Associative","Red...Yellow",90
"2816",164,"Associative","Red...Yellow",10
"2817",165,"Associative","Red...Yellow",30
"2818",166,"Associative","Red...Yellow",100
"2819",167,"Associative","Red...Yellow",90
"2820",168,"Associative","Red...Yellow",38
"2821",169,"Associative","Red...Yellow",90
"2822",170,"Associative","Red...Yellow",10
"2823",171,"Associative","Red...Yellow",30
"2824",172,"Associative","Red...Yellow",50
"2825",173,"Associative","Red...Yellow",40
"2826",174,"Associative","Red...Yellow",60
"2827",175,"Associative","Red...Yellow",91
"2828",176,"Associative","Red...Yellow",20
"2829",177,"Associative","Red...Yellow",0
"2830",178,"Associative","Red...Yellow",50
"2831",179,"Associative","Red...Yellow",50
"2832",180,"Associative","Red...Yellow",50
"2833",181,"Associative","Red...Yellow",20
"2834",182,"Associative","Red...Yellow",0
"2835",183,"Associative","Red...Yellow",100
"2836",184,"Associative","Red...Yellow",15
"2837",185,"Associative","Red...Yellow",60
"2838",186,"Associative","Red...Yellow",40
"2839",187,"Associative","Red...Yellow",20
"2840",188,"Associative","Red...Yellow",35
"2841",189,"Associative","Red...Yellow",4
"2842",190,"Associative","Red...Yellow",50
"2843",191,"Associative","Red...Yellow",30
"2844",192,"Associative","Red...Yellow",5
"2845",193,"Associative","Red...Yellow",NA
"2846",194,"Associative","Red...Yellow",95
"2847",195,"Associative","Red...Yellow",5
"2848",196,"Associative","Red...Yellow",15
"2849",197,"Associative","Red...Yellow",NA
"2850",198,"Associative","Red...Yellow",50
"2851",199,"Associative","Red...Yellow",60
"2852",200,"Associative","Red...Yellow",50
"2853",201,"Associative","Red...Yellow",0
"2854",202,"Associative","Red...Yellow",10
"2855",203,"Associative","Red...Yellow",100
"2856",204,"Associative","Red...Yellow",50
"2857",205,"Associative","Red...Yellow",30
"2858",206,"Associative","Red...Yellow",40
"2859",207,"Associative","Red...Yellow",70
"2860",208,"Associative","Red...Yellow",20
"2861",209,"Associative","Red...Yellow",100
"2862",210,"Associative","Red...Yellow",10
"2863",211,"Associative","Red...Yellow",40
"2864",212,"Associative","Red...Yellow",20
"2865",213,"Associative","Red...Yellow",10
"2866",214,"Associative","Red...Yellow",50
"2867",215,"Associative","Red...Yellow",55
"2868",216,"Associative","Red...Yellow",90
"2869",217,"Associative","Red...Yellow",40
"2870",218,"Associative","Red...Yellow",30
"2871",219,"Associative","Red...Yellow",20
"2872",220,"Associative","Red...Yellow",50
"2873",221,"Associative","Red...Yellow",20
"2874",1,"Thematic","Toad...Frog",80
"2875",2,"Thematic","Toad...Frog",50
"2876",3,"Thematic","Toad...Frog",80
"2877",4,"Thematic","Toad...Frog",80
"2878",5,"Thematic","Toad...Frog",NA
"2879",6,"Thematic","Toad...Frog",100
"2880",7,"Thematic","Toad...Frog",95
"2881",8,"Thematic","Toad...Frog",95
"2882",9,"Thematic","Toad...Frog",100
"2883",10,"Thematic","Toad...Frog",90
"2884",11,"Thematic","Toad...Frog",100
"2885",12,"Thematic","Toad...Frog",10
"2886",13,"Thematic","Toad...Frog",40
"2887",14,"Thematic","Toad...Frog",85
"2888",15,"Thematic","Toad...Frog",55
"2889",16,"Thematic","Toad...Frog",90
"2890",17,"Thematic","Toad...Frog",30
"2891",18,"Thematic","Toad...Frog",80
"2892",19,"Thematic","Toad...Frog",90
"2893",20,"Thematic","Toad...Frog",55
"2894",21,"Thematic","Toad...Frog",30
"2895",22,"Thematic","Toad...Frog",80
"2896",23,"Thematic","Toad...Frog",85
"2897",24,"Thematic","Toad...Frog",34
"2898",25,"Thematic","Toad...Frog",34
"2899",26,"Thematic","Toad...Frog",95
"2900",27,"Thematic","Toad...Frog",50
"2901",28,"Thematic","Toad...Frog",80
"2902",29,"Thematic","Toad...Frog",85
"2903",30,"Thematic","Toad...Frog",75
"2904",31,"Thematic","Toad...Frog",40
"2905",32,"Thematic","Toad...Frog",95
"2906",33,"Thematic","Toad...Frog",80
"2907",34,"Thematic","Toad...Frog",45
"2908",35,"Thematic","Toad...Frog",85
"2909",36,"Thematic","Toad...Frog",100
"2910",37,"Thematic","Toad...Frog",90
"2911",38,"Thematic","Toad...Frog",100
"2912",39,"Thematic","Toad...Frog",90
"2913",40,"Thematic","Toad...Frog",20
"2914",41,"Thematic","Toad...Frog",100
"2915",42,"Thematic","Toad...Frog",90
"2916",43,"Thematic","Toad...Frog",NA
"2917",44,"Thematic","Toad...Frog",100
"2918",45,"Thematic","Toad...Frog",100
"2919",46,"Thematic","Toad...Frog",60
"2920",47,"Thematic","Toad...Frog",100
"2921",48,"Thematic","Toad...Frog",68
"2922",49,"Thematic","Toad...Frog",60
"2923",50,"Thematic","Toad...Frog",60
"2924",51,"Thematic","Toad...Frog",100
"2925",52,"Thematic","Toad...Frog",70
"2926",53,"Thematic","Toad...Frog",90
"2927",54,"Thematic","Toad...Frog",10
"2928",55,"Thematic","Toad...Frog",80
"2929",56,"Thematic","Toad...Frog",85
"2930",57,"Thematic","Toad...Frog",70
"2931",58,"Thematic","Toad...Frog",70
"2932",59,"Thematic","Toad...Frog",60
"2933",60,"Thematic","Toad...Frog",100
"2934",61,"Thematic","Toad...Frog",81
"2935",62,"Thematic","Toad...Frog",100
"2936",63,"Thematic","Toad...Frog",80
"2937",64,"Thematic","Toad...Frog",100
"2938",65,"Thematic","Toad...Frog",100
"2939",66,"Thematic","Toad...Frog",99
"2940",67,"Thematic","Toad...Frog",40
"2941",68,"Thematic","Toad...Frog",95
"2942",69,"Thematic","Toad...Frog",90
"2943",70,"Thematic","Toad...Frog",65
"2944",71,"Thematic","Toad...Frog",90
"2945",72,"Thematic","Toad...Frog",80
"2946",73,"Thematic","Toad...Frog",90
"2947",74,"Thematic","Toad...Frog",100
"2948",75,"Thematic","Toad...Frog",90
"2949",76,"Thematic","Toad...Frog",100
"2950",77,"Thematic","Toad...Frog",80
"2951",78,"Thematic","Toad...Frog",20
"2952",79,"Semantic","Toad...Frog",40
"2953",80,"Semantic","Toad...Frog",90
"2954",81,"Semantic","Toad...Frog",95
"2955",82,"Semantic","Toad...Frog",45
"2956",83,"Semantic","Toad...Frog",80
"2957",84,"Semantic","Toad...Frog",75
"2958",85,"Semantic","Toad...Frog",90
"2959",86,"Semantic","Toad...Frog",NA
"2960",87,"Semantic","Toad...Frog",85
"2961",88,"Semantic","Toad...Frog",90
"2962",89,"Semantic","Toad...Frog",100
"2963",90,"Semantic","Toad...Frog",NA
"2964",91,"Semantic","Toad...Frog",35
"2965",92,"Semantic","Toad...Frog",87
"2966",93,"Semantic","Toad...Frog",100
"2967",94,"Semantic","Toad...Frog",50
"2968",95,"Semantic","Toad...Frog",90
"2969",96,"Semantic","Toad...Frog",95
"2970",97,"Semantic","Toad...Frog",80
"2971",98,"Semantic","Toad...Frog",60
"2972",99,"Semantic","Toad...Frog",56
"2973",100,"Semantic","Toad...Frog",95
"2974",101,"Semantic","Toad...Frog",100
"2975",102,"Semantic","Toad...Frog",40
"2976",103,"Semantic","Toad...Frog",60
"2977",104,"Semantic","Toad...Frog",80
"2978",105,"Semantic","Toad...Frog",60
"2979",106,"Semantic","Toad...Frog",NA
"2980",107,"Semantic","Toad...Frog",60
"2981",108,"Semantic","Toad...Frog",100
"2982",109,"Semantic","Toad...Frog",80
"2983",110,"Semantic","Toad...Frog",90
"2984",111,"Semantic","Toad...Frog",90
"2985",112,"Semantic","Toad...Frog",99
"2986",113,"Semantic","Toad...Frog",95
"2987",114,"Semantic","Toad...Frog",NA
"2988",115,"Semantic","Toad...Frog",80
"2989",116,"Semantic","Toad...Frog",80
"2990",117,"Semantic","Toad...Frog",100
"2991",118,"Semantic","Toad...Frog",90
"2992",119,"Semantic","Toad...Frog",NA
"2993",120,"Semantic","Toad...Frog",20
"2994",121,"Semantic","Toad...Frog",90
"2995",122,"Semantic","Toad...Frog",95
"2996",123,"Semantic","Toad...Frog",80
"2997",124,"Semantic","Toad...Frog",80
