Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
259,associative,Drunk_Booze,50,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
260,associative,Drunk_Booze,50,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
261,associative,Drunk_Booze,90,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
262,associative,Drunk_Booze,90,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
263,associative,Drunk_Booze,80,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
264,associative,Drunk_Booze,90,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
265,associative,Drunk_Booze,NA,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
266,associative,Drunk_Booze,40,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
267,thematic,Drunk_Booze,45,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
268,thematic,Drunk_Booze,30,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
269,thematic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
270,thematic,Drunk_Booze,30,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
271,thematic,Drunk_Booze,90,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
272,thematic,Drunk_Booze,80,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
273,thematic,Drunk_Booze,80,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
274,thematic,Drunk_Booze,60,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
275,thematic,Drunk_Booze,80,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
276,thematic,Drunk_Booze,80,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
277,thematic,Drunk_Booze,0,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
278,thematic,Drunk_Booze,100,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
279,thematic,Drunk_Booze,95,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
280,thematic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
281,thematic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
282,thematic,Drunk_Booze,70,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
283,thematic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
284,thematic,Drunk_Booze,80,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
285,thematic,Drunk_Booze,50,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
286,thematic,Drunk_Booze,100,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
287,thematic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
288,thematic,Drunk_Booze,80,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
289,thematic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
290,thematic,Drunk_Booze,50,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
291,semantic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
292,semantic,Drunk_Booze,55,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
293,semantic,Drunk_Booze,75,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
294,semantic,Drunk_Booze,60,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
295,semantic,Drunk_Booze,65,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
296,semantic,Drunk_Booze,40,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
297,semantic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
298,semantic,Drunk_Booze,90,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
299,semantic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
300,semantic,Drunk_Booze,85,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
301,semantic,Drunk_Booze,50,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
302,semantic,Drunk_Booze,75,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
303,semantic,Drunk_Booze,5,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
304,semantic,Drunk_Booze,90,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
305,semantic,Drunk_Booze,NA,NA,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
306,semantic,Drunk_Booze,70,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
307,semantic,Drunk_Booze,100,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
308,semantic,Drunk_Booze,95,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
309,semantic,Drunk_Booze,70,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
310,semantic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
311,semantic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
312,semantic,Drunk_Booze,90,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
313,semantic,Drunk_Booze,92,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
314,semantic,Drunk_Booze,100,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
315,semantic,Drunk_Booze,100,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
316,semantic,Drunk_Booze,100,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
317,semantic,Drunk_Booze,80,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
318,semantic,Drunk_Booze,99,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
319,semantic,Drunk_Booze,35,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
320,semantic,Drunk_Booze,80,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
321,semantic,Drunk_Booze,75,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
322,semantic,Drunk_Booze,80,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
323,semantic,Drunk_Booze,70,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
324,semantic,Drunk_Booze,40,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
325,semantic,Drunk_Booze,20,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
326,semantic,Drunk_Booze,80,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
327,semantic,Drunk_Booze,2,NA,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
328,semantic,Drunk_Booze,79,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
329,semantic,Drunk_Booze,25,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
330,semantic,Drunk_Booze,50,0,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
331,semantic,Drunk_Booze,100,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
332,semantic,Drunk_Booze,90,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
333,semantic,Drunk_Booze,75,1,0.784399201,0.332054,0.021,19,4.65,7265,8.89,76.55,3.59,5,ADJ,4,4,5,1,1,9.26,4.06,NA,NA,6,962,6.87,10.94,2.75,5,NN,2,55,3,1,1,10.42,5,NA,NA,11,5,7,17,34
222,associative,Violin_Instrument,5,NA,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
223,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
224,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
225,associative,Violin_Instrument,55,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
226,associative,Violin_Instrument,70,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
227,associative,Violin_Instrument,80,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
228,associative,Violin_Instrument,40,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
229,associative,Violin_Instrument,20,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
230,associative,Violin_Instrument,34,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
231,associative,Violin_Instrument,25,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
232,associative,Violin_Instrument,75,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
233,associative,Violin_Instrument,60,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
234,associative,Violin_Instrument,25,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
235,associative,Violin_Instrument,56,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
236,associative,Violin_Instrument,50,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
237,associative,Violin_Instrument,40,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
238,associative,Violin_Instrument,20,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
239,associative,Violin_Instrument,45,1,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
240,associative,Violin_Instrument,70,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
241,associative,Violin_Instrument,45,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
242,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
243,associative,Violin_Instrument,17,0,0.723175237,0.514747,0.064,12,6.13,2583,7.86,4.75,2.39,6,NN,0,1,6,2,1,7.45,6.56,6,6.03,6.25,10141,9.22,8.1,2.62,10,NN,0,0,10,3,1,6.94,6.68,4.87,6.25,14,11,10,14,41
