V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301
there,-0.018132,-0.03525,0.096727,-0.119276,-0.076797,-0.083136,0.056748,-0.071822,-0.090115,-0.018511,-0.021973,0.002964,-0.109521,-0.00455,-0.054414,0.027939,0.132878,0.028135,-0.104125,0.08701,-0.059727,0.026781,-0.015579,0.125937,0.14848,-0.002143,0.101098,-0.028366,0.15319,-0.129324,-0.12278,-0.147754,-0.032568,0.026532,-0.055707,0.121777,-0.188616,-0.137308,-0.00488,-0.017394,-0.029541,-0.006684,0.105362,-0.13699,-0.007206,-0.050455,-0.044719,0.075444,0.067833,-7.3e-05,0.075814,-0.050908,-0.049418,-0.105538,-0.010388,-0.069393,-0.067402,0.020602,-0.00954,0.120823,0.087975,-0.162482,-0.031266,-0.083098,0.098831,-0.003833,0.04092,0.001795,0.086937,0.03886,-0.206253,-0.004018,0.135262,0.063517,0.17259,0.009378,0.022394,0.04797,0.104303,0.001505,0.055394,-0.023465,-0.05953,-0.079873,-0.109752,-0.069543,0.014219,-0.065617,0.183896,-0.052379,0.008177,-0.060877,-0.030364,0.064065,-0.058618,0.092995,-0.074304,0.18132,0.085029,0.082968,0.105241,-0.163045,-0.025483,0.126653,0.135433,-0.121974,-0.138433,0.015019,-0.040738,-0.046959,-0.027423,-0.010089,-0.088427,-0.191511,0.125696,0.166856,-0.036144,-0.038406,-0.025536,0.068676,0.073321,-0.005148,-0.067809,-0.021653,-0.023005,0.036657,-0.020301,-0.052319,0.133895,-0.006091,-0.049433,0.179066,-0.07372,-0.019356,-0.166904,-0.048582,0.030166,-0.02033,-0.010141,-0.035564,0.017276,0.056786,0.005963,-0.028819,0.247656,0.037098,0.083861,0.174556,0.146237,0.180282,-0.089265,-0.075884,-0.00476,-0.053034,-0.019867,-0.079615,-0.034948,-0.080201,-0.07922,-0.012901,0.066347,0.016204,0.026902,-0.140583,-0.116747,0.023407,0.225155,0.094985,0.139528,-0.053614,0.021328,-0.047292,-0.011817,-0.010099,-0.001322,-0.040872,-0.035878,0.061895,0.234894,-0.100924,-0.011237,0.070999,-0.04738,-0.050883,-0.047932,-0.145076,0.059333,0.074043,-0.052165,-0.058457,0.007072,0.02335,-0.038893,0.045428,0.080492,0.111484,0.035238,0.065234,-0.037972,-0.099753,-0.003211,0.082981,-0.047981,-0.067412,-0.00747,0.07509,-0.036161,-0.055572,0.03144,0.1488,-0.023568,0.185126,0.079493,0.084877,0.013966,0.112042,-0.065385,-0.022752,-0.086792,-0.069683,-0.074681,0.02368,0.166521,0.05584,0.066092,-0.087484,0.116344,-0.083195,-0.008059,0.020702,-0.058664,0.139683,-0.12372,0.025174,-0.041461,-0.040421,-0.006378,-0.15037,0.029052,0.051732,0.010353,0.181993,0.142423,0.032746,0.017432,-0.022136,-0.073988,0.087658,0.065715,0.03297,-0.03068,0.042449,-0.131412,-0.072158,-0.041978,0.164803,-0.060642,0.120536,-0.016204,0.108581,-0.066901,-0.0125,-0.071572,0.059466,0.103661,-0.10459,-0.013099,-0.126524,-0.066232,0.054801,-0.041777,0.006342,0.015612,-0.07914,-0.062928,0.029013,0.00139,0.116394,0.003311,0.057384,0.068109,0.059421,0.048803,-0.080835,0.035405,-0.058176,-0.016837,0.037004,-0.152346,-0.022425,0.057628,0.113912,-0.056714,0.047004,-0.060864,-0.0639,-0.06681,0.184052,-0.078308,0.015502
here,-0.08457,-0.107182,0.211724,-0.14104,-0.134436,-0.014157,0.058052,-0.090503,-0.016242,0.007197,-0.014443,-0.051954,-0.086919,-0.05597,0.031137,0.102291,0.059193,-0.027329,-0.1031,0.06184,-0.05458,0.097132,-0.009484,0.128526,0.184394,0.056859,0.051345,-0.085105,0.030696,-0.176484,-0.051956,-0.149711,-0.062232,-0.017928,-0.069331,0.065489,-0.160792,-0.009223,0.079364,0.022852,0.002611,0.081026,0.035308,-0.003814,-0.0542,-0.090086,-0.043599,0.111683,0.058369,-0.061914,0.087354,-0.027693,-0.072201,-0.120319,-0.0672,-0.087533,-0.05709,-0.052793,-0.010089,0.136429,0.019859,-0.04418,0.022757,0.023653,0.116213,0.10309,0.100891,-0.080394,0.15767,-0.017302,-0.107048,-0.008947,0.053113,0.015646,0.144022,0.029617,0.030611,0.021435,-0.051551,0.032217,-0.003515,0.077885,-0.02432,-0.025904,-0.139249,-0.07165,0.027973,-0.105677,0.234266,-0.081393,-0.082539,-0.028046,-0.065725,0.081545,0.028438,0.10357,-0.081126,0.072495,0.104817,0.162718,0.005438,-0.06655,-0.049638,0.141157,0.130026,-0.085914,-0.153094,0.071792,-0.042539,-0.030768,-0.01133,-0.020207,-0.065448,-0.197384,0.048749,0.093004,-0.133698,-0.049397,0.02354,0.036173,0.042525,0.038292,-0.098542,-0.118482,-0.041052,-0.061472,0.070342,-0.101075,0.100396,-0.025384,0.038867,0.061101,-0.10911,0.010839,-0.155545,-0.084759,0.08146,-0.064645,-0.072766,0.001506,0.030093,0.095736,0.074472,0.008627,0.126972,0.001541,0.034302,0.033249,0.141662,0.208433,-0.005166,-0.033262,0.004583,0.034496,0.112476,-0.159969,-0.044204,0.013221,0.012802,-0.027091,0.147586,0.01632,0.113898,-0.209428,-0.051685,0.117976,0.154736,0.032067,0.138452,-0.070212,-0.000189,-0.084504,0.000543,-0.064495,-0.052181,-0.060191,-0.086275,0.102309,0.075273,-0.071986,0.036499,0.116285,-0.099147,0.054313,-0.074378,-0.058277,0.026401,0.092905,-0.004698,-0.026392,-0.000962,0.00518,-0.1377,-0.038711,0.035617,0.12826,-0.012281,0.17943,-0.146941,0.000695,0.046445,0.005679,-0.050089,-0.07133,0.006604,0.022857,-0.061266,-0.058992,-0.024844,0.062739,0.044482,0.120265,0.220501,0.148356,0.065432,-0.01329,0.041078,0.018804,-0.019822,-0.042982,-0.095858,0.037506,0.165627,0.069303,0.147253,0.024106,0.091148,-0.043854,0.048498,0.005497,-0.091181,0.109037,-0.024677,0.028785,-0.026253,-0.077319,0.005277,-0.14174,0.097922,0.061524,0.002405,0.171384,0.10063,0.005034,0.034402,-0.031148,-0.161066,0.183934,0.026278,0.023793,-0.004812,0.070053,-0.156297,-0.067124,-0.028266,0.004478,-0.039758,-0.038207,-0.011312,0.118634,-0.031933,0.009831,-0.025322,0.020371,0.085324,-0.025591,0.066615,-0.060672,0.022094,0.051699,-0.06658,-0.056582,0.021281,-0.100645,-0.088139,0.046999,0.001788,0.013442,-0.061939,0.039663,0.073044,0.047803,0.085336,0.049253,0.005018,-0.082126,-0.043681,0.052581,-0.135515,-0.066402,0.026874,0.174524,-0.050364,0.074341,-0.061439,-0.160005,-0.031396,0.080213,-0.003292,-0.034821
two,-0.116462,-0.063515,0.150782,-0.182648,-0.016307,0.024478,0.138985,-0.050134,-0.041346,0.028674,0.053745,-0.232828,0.023321,0.068865,-0.182456,0.186322,-0.090869,0.027487,-0.122498,-0.099521,-0.308723,0.176624,-0.060955,0.002914,0.207704,-0.028295,0.084332,-0.014454,0.018608,-0.089702,0.002537,0.001324,-0.036261,-0.032146,0.04574,0.071815,-0.063083,-0.06477,0.032717,-0.033489,0.049349,0.037853,0.200721,-0.048833,0.104544,-0.056817,0.084772,-0.086238,0.186806,0.102293,0.00258,0.119085,0.028056,-0.064285,0.020624,-0.081287,0.066896,0.065512,-0.002169,0.233731,0.046949,-0.126619,-0.059776,-0.123121,0.034405,0.058046,0.05258,-0.202748,0.132931,-0.073594,-0.248428,-0.122669,-0.056834,-0.080648,0.022521,-0.071589,0.048149,-0.030699,-0.030106,-0.083113,0.056801,0.027686,-0.052155,-0.060571,-0.057756,-0.145084,0.006846,-0.168509,0.199318,0.075382,0.094479,-0.154002,-0.091276,0.032285,-0.009677,0.130493,0.02469,0.02319,0.052061,-0.066687,-0.079977,-0.013392,-0.006638,0.010292,0.184544,-0.007572,0.028926,-0.001936,-0.149568,0.009366,0.029185,0.030219,0.025174,-0.115643,0.168142,0.031181,-0.003443,0.158102,0.160423,0.047457,0.048892,0.179472,0.022708,-0.025677,0.030697,0.14886,0.040857,0.153879,0.111381,0.250971,-0.052729,0.21611,-0.099608,0.145167,-0.058855,0.082613,-0.062621,0.214999,0.010203,-0.080173,-0.023317,0.115413,-0.028127,0.100596,0.175211,-0.036856,0.126492,0.119073,0.132819,0.22459,-0.077978,-0.214726,-0.034929,0.021928,0.156549,-0.220649,-0.04529,-0.071185,-0.029028,-0.03811,0.227711,0.013479,0.109719,-0.238625,0.015037,0.024585,-0.066283,-0.02551,0.002186,-0.125906,-0.14644,-0.130693,-0.03757,-0.08522,-0.051913,0.022541,-0.080755,0.126413,0.138091,0.041637,0.089655,0.111535,-0.002951,-0.062731,-0.06657,-0.055844,0.124283,0.038926,-0.121064,-0.091924,-0.194001,0.002104,-0.036796,-0.030674,0.112449,0.163921,-0.006122,-0.167241,-0.078807,0.00547,0.12,0.010985,-0.175471,-0.117332,0.099256,-0.00129,-0.144858,-0.026462,0.044214,0.107175,-0.08464,-0.045494,0.074139,0.180578,0.135774,0.096847,-0.073073,-0.073528,0.026594,0.191985,-0.03288,-0.016769,0.130846,4e-05,0.134518,-0.058171,0.212735,0.073144,-0.029139,0.085257,0.006664,0.057094,-0.033509,0.098217,0.037096,-0.019703,0.063784,-0.018167,0.124184,-0.166908,-0.009288,0.076383,0.053886,0.023511,0.185408,-0.21619,-0.021336,0.252043,0.188361,0.085221,-0.060181,0.077872,-0.114028,0.032416,0.101981,0.165311,-0.110531,0.06448,-0.016645,-0.029599,0.052737,0.187033,0.05286,0.063053,-0.143985,-0.026765,-0.046015,-0.089723,-0.094811,-0.037168,-0.119229,-0.179653,0.101795,-0.216756,-0.001254,0.09475,0.011538,0.014083,0.02588,0.09489,-0.081841,0.001933,0.127802,-0.08674,-0.068642,0.181128,0.088993,-0.001329,-0.101268,0.056131,-0.027092,0.123707,-0.042218,-0.022486,-0.104693,-0.109454,0.050792,0.024207,-0.215222,-0.0111
go,-0.090573,-0.101419,0.166233,-0.071363,-0.212612,-0.04123,0.021526,-0.070464,-0.010423,0.058047,0.068309,-0.036312,-0.051137,-0.01688,-0.031582,0.176915,-0.033578,-0.031523,0.037251,0.067945,-0.12379,0.054174,-0.032247,0.00711,0.291712,0.080159,-0.016661,-0.097926,0.07251,-0.0829,-0.020607,-0.249858,-0.000224,0.074384,-0.08276,0.094224,-0.181105,-0.228178,0.01992,-0.08944,-0.048101,0.000573,0.005418,-0.115909,-0.009868,-0.215022,-0.110627,0.104816,0.037768,-0.00621,0.065019,-0.100314,-0.123621,-0.145054,0.050577,-0.110852,-0.095366,-0.044644,-0.102169,0.193593,0.02878,-0.060881,-0.134865,-0.004216,0.162547,0.06627,0.193602,-0.134571,0.148021,0.046058,-0.058447,-0.210867,0.117385,0.062039,0.126105,0.094604,0.013081,0.137579,0.04059,0.014689,-0.018539,0.114539,-0.086682,-0.129087,-0.067243,-0.23841,-0.064669,-0.198603,0.139337,-0.075775,-0.264791,-0.030605,-0.002891,0.014862,0.008826,0.163341,-0.083832,-0.117207,0.115727,0.106949,-0.141282,0.076628,-0.058345,0.034382,0.089285,-0.229911,-0.040656,-0.030333,0.004538,0.05868,-0.045602,-0.078931,-0.032808,-0.107001,0.133882,0.145079,-0.098772,0.031977,0.04186,-0.133402,-0.08327,0.036062,-0.114883,0.029433,-0.017797,0.029795,0.110669,-0.181664,0.168103,0.00054,0.050495,0.028526,-0.032814,-0.041954,-0.234525,0.031723,-0.002122,0.053827,0.075723,-0.238182,-0.016276,0.120973,-0.009617,0.029545,0.252437,0.010901,0.021153,0.052857,0.157648,0.101388,0.005069,-0.13507,0.023587,0.039951,0.067427,-0.240076,0.030587,-0.064381,0.003035,-0.08359,0.087691,-0.004795,0.230369,-0.199533,-0.197689,0.018416,0.165234,0.011424,0.160904,-0.08085,-0.107051,-0.115304,0.124835,-0.041007,0.007172,0.020052,-0.094441,0.239642,0.086246,-0.01339,-0.020897,0.062795,-0.012536,-0.061599,-0.079694,-0.134105,0.076189,0.129382,0.02628,-0.040269,0.074392,0.032429,-0.143914,-0.058327,0.100513,0.108544,-0.029526,0.136331,-0.138877,-0.02856,0.079251,-0.016872,0.147056,-0.027096,-0.03309,-0.01611,-0.105731,-0.113854,-0.089342,0.033375,0.066149,0.07164,0.151113,0.111241,0.050571,0.061236,0.012034,0.003933,-0.002087,-0.121309,-0.12092,0.067714,0.286721,0.150705,0.123133,0.000177,0.007944,-0.116567,0.009868,0.054371,-0.15277,0.101158,-0.139679,0.107503,0.024585,-0.162046,-0.016941,-0.113391,0.176851,-0.012673,0.000932,0.166488,0.130517,-0.051656,-0.075308,0.010218,-0.081729,0.017942,0.054989,0.001859,0.008202,0.050824,-0.057248,-0.072354,0.082126,0.040291,-0.107074,-0.074831,-0.02659,0.178891,0.091772,0.054574,-0.054838,0.065244,0.195463,0.002827,0.014326,0.009576,-0.072542,0.017588,-0.060138,-0.024973,-0.016278,-0.071923,0.107426,0.063026,0.046928,0.068855,-0.060079,0.188424,0.02967,0.006871,0.01238,0.032697,-0.037083,0.030873,0.023073,0.041212,-0.166997,-0.101654,-0.045314,0.208479,-0.110061,0.048964,-0.081638,-0.069813,0.033687,0.090853,0.045782,-0.063396
back,-0.031272,-0.112703,0.130714,-0.089828,-0.137364,0.019114,0.083365,-0.129057,-0.012386,-0.040482,0.098258,-0.061033,-0.132949,0.00631,0.086505,0.053961,-0.051709,-0.02867,-0.117179,-0.050784,-0.107695,0.042984,0.051143,0.116463,0.219937,0.020548,-0.014231,-0.017917,0.080181,-0.222589,-0.026042,-0.122532,-0.048336,-0.021942,-0.029464,0.040026,-0.176878,-0.127484,0.034299,-0.060452,-0.001478,0.038577,-0.016081,0.045721,-0.020732,-0.167083,-0.096768,0.122248,0.035368,0.088053,0.08671,-0.048936,0.06984,-0.137771,0.073689,0.04784,-0.003533,-0.052551,-0.082318,0.137246,0.015093,-0.063145,-0.029302,-0.016182,0.22003,0.087195,0.105226,-0.066254,0.14296,-0.077183,-0.126173,-0.169841,0.088797,0.006888,0.137552,0.061158,0.15927,0.024817,0.094523,0.0912,0.010705,0.125193,0.088159,-0.038109,-0.076389,-0.055304,0.075286,-0.224896,0.234309,-0.107764,-0.041993,-0.103316,-0.046838,0.174947,0.010598,0.123627,-0.053861,-0.038325,0.083984,0.137497,-0.128869,0.101434,-0.028123,0.174671,0.102727,-0.022055,-0.21572,0.119086,-0.097809,-0.047912,0.035575,0.025742,-0.120232,-0.031041,-0.035418,0.026057,-0.247447,-0.030687,-0.0165,-0.056567,0.007505,0.093621,-0.093877,0.00034,0.011411,0.060077,0.057585,-0.104358,0.103347,-0.000357,0.084464,0.116738,-0.128107,0.011196,-0.220762,0.038324,0.060845,0.019456,0.100368,-0.090519,-0.113741,0.102936,0.056008,-0.010864,0.11004,0.029388,0.004836,0.026539,0.183649,0.10137,0.069615,-0.182704,-0.019417,0.142799,0.093146,-0.2379,-0.114405,-0.004239,0.094807,-0.148507,0.073227,-0.04104,0.20957,-0.158344,-0.057714,0.076004,0.035142,-0.020298,0.175781,-0.023654,-0.131368,-0.063308,-0.058874,-0.014588,-0.067512,0.043881,-0.063371,0.05354,0.176071,-0.049839,0.017999,0.080073,-0.031856,0.091595,-0.034669,-0.019638,0.073201,0.143546,0.051508,-0.002352,-0.057316,-0.000752,-0.016981,-0.015823,-0.024739,0.160371,-0.063078,0.102061,-0.103313,-0.120992,0.092066,0.094504,0.038922,-0.106403,-0.076544,-0.010998,0.027392,-0.150146,-0.027147,0.018088,0.02567,0.018133,0.116547,0.171186,0.090107,-0.006219,-0.08028,0.023085,0.124946,-0.128271,-0.178754,0.013772,0.237513,0.133282,0.068685,-0.143463,0.087683,-0.005364,0.069192,-0.028031,-0.133829,0.107601,-0.132956,0.123475,0.01671,-0.103174,-0.100691,-0.249173,0.104718,0.083756,0.000101,0.167743,0.03317,-0.057068,0.005389,0.044743,-0.089253,0.138205,0.083454,0.04243,-0.139926,0.150286,-0.073108,0.036009,0.02869,-0.040521,0.022036,-0.058973,0.015057,0.105847,0.066262,0.046002,-0.000334,0.106015,0.236301,0.02473,0.016029,0.046389,-0.00372,0.125972,0.03414,-0.087687,0.064654,-0.006283,-0.018803,-0.032447,-0.071138,0.062549,0.032226,0.111445,0.080932,0.03626,-0.034357,0.009062,-0.022158,0.012219,-0.04262,0.019727,-0.107886,0.029453,0.015431,0.139413,-0.076394,0.002427,-0.162597,-0.034069,-0.084626,0.109312,0.026275,-0.041204
come,0.042601,-0.132848,0.104046,-0.171459,-0.15689,0.02711,0.008155,-0.099611,-0.016161,0.086235,-0.044453,-0.116653,-0.060133,-0.110346,0.057916,0.116676,-0.003034,-0.007973,-0.105003,-0.005535,-0.139027,0.062275,-0.066898,0.206891,0.216546,0.079528,0.104782,-0.150133,0.0625,-0.101445,-0.063509,-0.216005,-0.093028,-0.02214,-0.064963,0.044631,-0.176604,-0.165931,0.036403,-0.066343,-0.046445,0.074085,-0.072047,-0.093736,-0.056991,-0.14457,-0.139167,0.033493,-0.024839,0.010279,0.038415,-0.021469,-0.106713,-0.258151,-0.037922,0.010918,0.041492,-0.119982,-0.083029,0.098904,0.004941,-0.019608,0.014215,-0.009152,0.23542,0.170214,0.135913,-0.089788,0.081133,-0.02298,-0.215843,-0.057108,0.085812,-0.027852,0.088048,0.153174,-0.045573,0.119055,-0.118383,0.091525,-0.036751,0.058599,-0.043557,0.091071,-0.077384,-0.161506,-0.016915,-0.121608,0.19751,-0.072002,-0.223294,-0.086785,0.101881,0.085652,-0.066566,0.076275,-0.096152,-0.0688,0.106075,0.155532,-0.060697,0.085981,-0.126654,0.091829,0.04301,-0.193025,-0.215085,-0.010485,-0.038401,-0.04583,-0.010142,-0.113826,-0.021133,-0.135526,-0.045806,0.066341,-0.031877,-0.082533,-0.005283,-0.034409,-0.048467,0.059903,-0.057694,-0.02431,0.037432,0.023809,0.07225,-0.135737,0.13047,0.020726,-0.012568,-0.017648,-0.078326,0.06756,-0.19011,-0.053919,0.019444,-0.071647,-0.055931,-0.065691,-0.116202,0.09576,-0.008268,0.006923,0.194764,-0.001778,0.040825,-0.014261,0.179705,0.154223,-0.000287,-0.054174,0.085724,0.02985,0.050289,-0.28754,0.018022,-0.058172,-0.026161,-0.097643,0.071472,-0.036918,0.111914,-0.179889,-0.243502,0.141902,0.187507,-0.057847,0.154871,-0.077867,-0.040698,-0.085473,0.013942,-0.145557,-0.139296,0.090711,-0.044915,0.144825,0.074881,-0.00938,0.003224,0.036076,-0.039613,-0.030512,-0.15604,-0.084439,0.006337,0.177499,0.036039,-0.041831,-0.011106,-0.077626,-0.107476,-0.142887,-0.032671,0.124886,-0.042838,0.16688,-0.124947,-0.043949,-0.02599,-0.065372,0.051221,0.099086,-0.054059,-0.05412,-0.055072,-0.122232,-0.134098,0.07749,0.016206,0.054669,0.153274,0.061256,-0.014943,0.005006,-0.001682,-0.004613,-0.058148,0.010448,-0.12545,0.027459,0.252806,-0.032912,0.193455,0.037038,0.123626,-0.001607,0.086747,-0.053736,-0.046971,0.08827,-0.146955,0.007059,-0.105805,-0.137194,-0.047574,-0.147747,0.177706,0.008922,0.033102,0.213518,0.116035,0.067825,-0.026524,0.032442,-0.151621,0.075968,0.020448,-0.019187,-0.012489,0.052093,-0.142495,-0.095106,0.057971,0.034019,-0.034828,-0.064487,-0.042018,0.288359,0.06422,0.054166,0.048079,0.052889,0.081439,-0.073315,-0.003216,-0.045603,0.025305,0.033559,-0.101308,-0.122313,-0.059933,-0.064253,-0.038975,0.028722,0.027405,0.052554,-0.096535,0.101277,0.151631,-0.024563,0.145964,0.150076,-0.162885,-0.041487,0.034856,0.042955,-0.118769,-0.091863,-0.072971,0.160596,-0.137364,0.105791,-0.05428,-0.149376,0.019631,0.114407,0.077363,-0.077871
think,-0.011576,0.007064,0.107352,-0.113047,-0.04711,-0.099442,-0.015019,0.002584,0.074378,0.039794,0.053715,-0.033344,-0.149706,0.033439,0.007728,-0.037129,0.004698,-0.031402,-0.032173,-0.002212,-0.16759,0.064067,0.100262,0.058799,0.168775,-0.029661,0.190111,-0.06154,0.111704,-0.081847,-0.081035,-0.012163,-0.116741,-0.024771,-0.032555,0.152802,-0.106083,-0.113658,0.040759,-0.089602,-0.129225,0.032862,-0.049009,-0.058065,-0.092577,-0.107311,-0.137355,0.013505,0.046544,0.114938,0.061148,-0.045078,-0.076854,-0.026747,0.022997,-0.075416,-0.019167,-0.108548,-0.046144,0.151538,0.184562,-0.105919,-0.071898,-0.059944,0.004417,0.078817,0.146068,-0.081219,0.12513,-0.048578,-0.034095,0.025303,0.096372,0.076444,0.078699,-0.008491,0.005047,-0.117774,0.015783,0.042317,-0.048635,0.018118,0.043248,-0.041689,-0.141516,-0.163225,0.005457,-0.17121,0.1142,-0.05942,-0.147606,-0.102576,0.015598,0.051213,-0.055976,0.147588,-0.064554,0.082855,0.12067,-0.067089,-0.024659,-0.042324,0.052069,0.11236,0.154254,0.017081,-0.091628,0.001288,-0.049488,0.035183,-0.086397,-0.124174,-0.06274,-0.100003,0.041068,0.028288,-0.070047,-0.032688,0.027873,0.073646,-0.077235,0.043484,-0.193226,-0.101179,-0.057519,0.044155,0.139587,0.02083,0.102436,0.021146,0.061848,0.160256,-0.087286,-0.084104,-0.17102,-0.002288,0.039665,0.042755,0.019191,0.025159,0.041247,0.062673,0.082543,0.010605,0.092885,-0.024311,0.034754,0.158825,0.09443,0.096207,0.09594,-0.170567,0.045069,-0.006362,0.091915,-0.061791,-0.028814,-0.130725,-0.098452,0.006876,0.009078,0.027605,0.04411,-0.154899,0.022585,0.012309,0.1094,-0.052859,0.161588,0.020356,-0.040428,-0.095186,0.087893,0.023925,0.065502,0.063393,-0.021811,0.163203,0.113452,0.009167,0.013659,0.038071,-0.026797,0.041149,0.006666,-0.070983,-0.010634,0.101969,-0.033564,0.020435,0.167785,0.023913,-0.122622,-0.094146,-0.024403,0.071059,0.020424,-0.038057,-0.111567,-0.079548,0.040727,0.052387,-0.041438,-0.056636,0.064883,0.045262,-0.067951,-0.071036,0.027175,0.073151,-0.055438,0.034438,0.099988,0.114465,0.040643,0.043469,-0.018643,0.03831,-0.011833,-0.062792,-0.081411,-0.091212,0.180134,0.194766,0.09151,-0.066441,0.05608,-0.088537,-0.045287,-0.024856,0.02612,0.080402,-0.119006,0.058125,0.000325,-0.045191,0.042189,-0.082493,0.021651,0.009285,-0.020558,0.184013,0.160409,0.067983,0.010726,0.016427,-0.204616,0.036025,0.156133,-0.132704,0.002333,0.030064,-0.138621,-0.019065,0.003601,0.000291,0.122583,-0.005746,-0.024983,0.02764,-0.004138,-0.140924,0.022973,0.195402,0.163101,-0.040007,0.019156,0.005159,0.03473,-0.010836,0.017112,-0.092762,0.103491,-0.159706,-0.084872,0.101278,-0.008823,-0.057084,-0.041063,0.070518,-0.123775,0.054314,-0.070152,0.086706,-0.037456,-0.061299,-0.002961,0.00037,-0.103674,-0.009339,0.115547,0.085883,0.008401,0.070937,-0.057967,-0.096475,-0.083501,0.12838,-0.05226,0.013342
